Time,Address
2007-04-24 15:55,"5901 IRWIN , Montreal, Canada"
2007-04-24 16:05,"4240 BEAUBIEN , Montreal, Canada"
2007-04-25 16:00,"2223 DOLLARD , Montreal, Canada"
2007-04-25 17:40,"LAJEUNESSE & CREMAZIE, Montreal, Canada"
2007-04-26 15:30,"ST ZOTIQUE & 20E AV, Montreal, Canada"
2007-04-28 17:05,"SAUVE & DE LILLE, Montreal, Canada"
2007-04-30 13:00,"ONTARIO & DE LA SALLE, Montreal, Canada"
2007-04-30 13:10,"STE EMILIE & ST LAURENT, Montreal, Canada"
2007-05-01 07:30,"RIVE BOISEE & GOUIN, Montreal, Canada"
2007-05-01 15:35,"1052 81E AV , Montreal, Canada"
2007-05-01 16:12,"MONT ROYAL & DU PARC, Montreal, Canada"
2007-05-01 17:00,"ST LOUIS & MARCEL LAURIN, Montreal, Canada"
2007-05-01 17:30,"ST HUBERT & CHERRIER, Montreal, Canada"
2007-05-01 18:45,"ST ZOTIQUE & 21E AV, Montreal, Canada"
2007-05-02 08:50,"DROLET & AV DULUTH, Montreal, Canada"
2007-05-02 11:10,"1480 MONTCALM , Montreal, Canada"
2007-05-02 14:30,"VALDOMBRE & JEAN TALON, Montreal, Canada"
2007-05-02 18:50,"SANGUINET & DE LA GAUCHETIERE, Montreal, Canada"
2007-05-03 08:15,"MILLS & DE LA COMMUNE, Montreal, Canada"
2007-05-03 10:00,"SHERBROOKE & GUY, Montreal, Canada"
2007-05-03 11:40,"PARC GEORGES & INDUSTRIEL, Montreal, Canada"
2007-05-03 21:40,"ST HUBERT & JARRY, Montreal, Canada"
2007-05-04 15:34,"HAUTBOIS & BOUDARD, Montreal, Canada"
2007-05-04 16:17,"SHERBROOKE & MONTGOMERY, Montreal, Canada"
2007-05-04 20:30,"FAIRMOUNT & ESPLANADE, Montreal, Canada"
2007-05-05 13:00,"4855 PIERRE DE COUBERTIN , Montreal, Canada"
2007-05-06 06:50,"BORDEAUX & BELLECHASSE, Montreal, Canada"
2007-05-06 10:26,"GERVAIS & CHARLEROI, Montreal, Canada"
2007-05-06 15:15,"THIMENS & DOBRIN, Montreal, Canada"
2007-05-06 22:30,"LA FONTAINE & D'ORLEANS, Montreal, Canada"
2007-05-07 16:30,"ST MICHEL & CREMAZIE, Montreal, Canada"
2007-05-08 10:40,"LA FONTAINE & D'ORLEANS, Montreal, Canada"
2007-05-08 23:00,"5766 EADIE , Montreal, Canada"
2007-05-09 06:55,"VERENDRYE & JOLICOEUR, Montreal, Canada"
2007-05-09 15:14,"ST JOSEPH & D'IBERVILLE, Montreal, Canada"
2007-05-09 16:15,"RAYMOND & LEVIS SAUVE, Montreal, Canada"
2007-05-10 18:15,"1556 LAJOIE , Montreal, Canada"
2007-05-10 19:50,"MONTEVISTA & DE SALABERRY, Montreal, Canada"
2007-05-10 20:21,"DE L'EGLISE & BANNANTYNE, Montreal, Canada"
2007-05-11 10:00,"ST PAUL & ST FRANCOIS XAVIER, Montreal, Canada"
2007-05-11 12:20,"MARSEILLE & DE CARIGNAN, Montreal, Canada"
2007-05-11 15:15,"DES GALERIES D'ANJOU & DE LA PLEIADE, Montreal, Canada"
2007-05-11 18:00,"6783 ST LAURENT , Montreal, Canada"
2007-05-11 19:30,"DRAPEAU & CHARLEROI, Montreal, Canada"
2007-05-12 02:20,"UNIVERSITY & NOTRE DAME, Montreal, Canada"
2007-05-12 11:25,"DENONVILLE & BEAULIEU, Montreal, Canada"
2007-05-12 16:31,"2155 FLORIAN , Montreal, Canada"
2007-05-13 16:00,"NOTRE DAME & DICKSON, Montreal, Canada"
2007-05-13 19:35,"3180 PETER CURRY , Montreal, Canada"
2007-05-13 19:59,"PARC LAFONTAINE & CHERRIER, Montreal, Canada"
2007-05-14 08:00,"4800 MOLSON , Montreal, Canada"
2007-05-15 22:45,"SHERBROOKE & ATWATER, Montreal, Canada"
2007-05-16 19:08,"ST HENRI & NOTRE DAME, Montreal, Canada"
2007-05-17 08:00,"VALIQUETTE & LASALLE, Montreal, Canada"
2007-05-18 15:35,"ST ZOTIQUE & DE NORMANVILLE, Montreal, Canada"
2007-05-19 20:40,"CANORA & BROOKFIELD, Montreal, Canada"
2007-05-20 10:15,"RACHEL & PAPINEAU, Montreal, Canada"
2007-05-21 13:03,"OGILVY & HUTCHISON, Montreal, Canada"
2007-05-21 13:55,"90 CREPEAU , Montreal, Canada"
2007-05-22 09:00,"8866 ST LAURENT , Montreal, Canada"
2007-05-22 09:00,"RACHEL & ANDRE LAURENDEAU, Montreal, Canada"
2007-05-22 12:40,"VERVILLE & CREMAZIE, Montreal, Canada"
2007-05-22 17:11,"1400 SAUVE , Montreal, Canada"
2007-05-22 18:10,"5505 D'IBERVILLE , Montreal, Canada"
2007-05-22 23:00,"LAVAL & DULUTH, Montreal, Canada"
2007-05-23 08:15,"ST LAURENT & BELANGER, Montreal, Canada"
2007-05-23 10:24,"SHERBROOKE & ROSELYN, Montreal, Canada"
2007-05-23 13:07,"DECARIE & BOUGAINVILLE, Montreal, Canada"
2007-05-23 14:00,"SHERBROOKE & DUROCHER, Montreal, Canada"
2007-05-23 15:46,"GILFORD & BREBEUF, Montreal, Canada"
2007-05-23 18:30,"1968 13E AV , Montreal, Canada"
2007-05-23 19:55,"DANDURAND & CHARLEMAGNE, Montreal, Canada"
2007-05-23 22:15,"MONT ROYAL & DU PARC, Montreal, Canada"
2007-05-24 07:47,"CELTIC DR & BROOKSIDE AV, Montreal, Canada"
2007-05-24 08:00,"GOUIN & 6E AV, Montreal, Canada"
2007-05-24 13:00,"1170 STE CATHERINE , Montreal, Canada"
2007-05-24 16:30,"HOTEL DE VILLE & DULUTH, Montreal, Canada"
2007-05-24 16:32,"ST ANTOINE & 12E AV, Montreal, Canada"
2007-05-24 16:45,"LAMBERT & GOUIN, Montreal, Canada"
2007-05-24 22:50,"LAURIER & DU PARC, Montreal, Canada"
2007-05-25 08:00,"11100 GOUIN , Montreal, Canada"
2007-05-25 08:19,"KILDARE & CAVENDISH, Montreal, Canada"
2007-05-25 09:21,"5006 ST DENIS , Montreal, Canada"
2007-05-25 13:20,"STE CATHERINE & DE LA MONTAGNE, Montreal, Canada"
2007-05-25 15:17,"PROVENCHER & JEAN TALON, Montreal, Canada"
2007-05-26 09:20,"PIE IX & DENIS PAPIN, Montreal, Canada"
2007-05-26 14:59,"6650 DE LA LOIRE , Montreal, Canada"
2007-05-26 15:20,"3799 WELLINGTON , Montreal, Canada"
2007-05-26 21:25,"ST MICHEL & LAURIER, Montreal, Canada"
2007-05-27 15:26,"JEAN TALON & CANNES, Montreal, Canada"
2007-05-27 17:25,"1400 ST JEAN BAPTISTE , Montreal, Canada"
2007-05-28 17:08,"RUSHBROOKE & GILBERTE DUBE, Montreal, Canada"
2007-05-28 17:30,"PLACE RENE GUENETTE & GOUIN, Montreal, Canada"
2007-05-28 22:00,"SHERBROOKE & FULLUM, Montreal, Canada"
2007-05-29 08:10,"9064 ST LAURENT , Montreal, Canada"
2007-05-29 09:00,"4500 HOCHELAGA , Montreal, Canada"
2007-05-29 13:40,"RACHEL & MESSIER, Montreal, Canada"
2007-05-29 15:30,"POUPART & ONTARIO, Montreal, Canada"
2007-05-29 16:53,"TOUPIN & JEAN BOURDON, Montreal, Canada"
2007-05-29 17:05,"DU PARC & DES PINS, Montreal, Canada"
2007-05-29 17:20,"471 CLARKE , Montreal, Canada"
2007-05-30 00:00,"WOODLAND & DE LA VERENDRYE, Montreal, Canada"
2007-05-30 12:26,"1435 STUART , Montreal, Canada"
2007-05-30 15:20,"BLOOMFIELD & BALL, Montreal, Canada"
2007-05-30 16:53,"ST LAURENT & PORT ROYAL, Montreal, Canada"
2007-05-31 06:35,"STE CATHERINE & MONTCALM, Montreal, Canada"
2007-05-31 07:55,"5750 COTE DES NEIGES , Montreal, Canada"
2007-05-31 09:10,"ST DOMINIQUE & GAUCHETIERE, Montreal, Canada"
2007-05-31 18:55,"6751 ST LAURENT , Montreal, Canada"
2007-05-31 23:30,"STE CATHERINE & BISHOP, Montreal, Canada"
2007-06-01 07:52,"ST JOSEPH & CARTIER, Montreal, Canada"
2007-06-01 17:20,"GATINEAU & EDOUARD MONTPETIT, Montreal, Canada"
2007-06-01 18:45,
2007-06-01 23:10,"RACHEL & MESSIER, Montreal, Canada"
2007-06-02 02:50,"DROLET & BEAUBIEN, Montreal, Canada"
2007-06-02 08:45,"12210 PIERREFONDS , Montreal, Canada"
2007-06-02 12:25,"10 ROOSEVELT , Montreal, Canada"
2007-06-02 14:00,"RENE LEVESQUE & ILE DES SOEURS, Montreal, Canada"
2007-06-02 15:10,"ST JOSEPH & ST ANDRE, Montreal, Canada"
2007-06-03 15:32,"10222 CHARTON , Montreal, Canada"
2007-06-03 18:37,"ST JEAN & GOUIN, Montreal, Canada"
2007-06-03 21:30,"RENE LEVESQUE & AMHERST, Montreal, Canada"
2007-06-04 06:30,"TRICENTENAIRE & DE MONTIGNY, Montreal, Canada"
2007-06-04 17:35,"VISITATION & ONTARIO, Montreal, Canada"
2007-06-05 00:00,"2375 MARCEL LAURIN , Montreal, Canada"
2007-06-05 11:45,"PELLETIER & INDUSTRIEL, Montreal, Canada"
2007-06-05 14:05,"OXFORD & COTE ST LUC, Montreal, Canada"
2007-06-05 17:20,"ONTARIO & BERRI, Montreal, Canada"
2007-06-05 17:25,"LACORDAIRE & AMOS, Montreal, Canada"
2007-06-06 00:13,"VILLERAY & ST DENIS, Montreal, Canada"
2007-06-06 12:30,"PANET & LA FONTAINE, Montreal, Canada"
2007-06-06 13:15,"LAURIER & HOTEL DE VILLE, Montreal, Canada"
2007-06-06 16:00,"9021 ST MICHEL , Montreal, Canada"
2007-06-06 17:43,"NOTRE DAME & GONTHIER, Montreal, Canada"
2007-06-06 21:34,"PIE IX & BEAUBIEN, Montreal, Canada"
2007-06-07 00:00,"BOYER & BEAUBIEN, Montreal, Canada"
2007-06-07 09:30,"ST DOMINIQUE & DE MAISONNEUVE, Montreal, Canada"
2007-06-07 11:48,"628 COTE STE CATHERINE , Montreal, Canada"
2007-06-07 12:10,"HOCHELAGA & D'IBERVILLE, Montreal, Canada"
2007-06-07 14:15,"VIGER & BERRI, Montreal, Canada"
2007-06-07 18:28,
2007-06-07 18:28,
2007-06-07 20:28,"VILLENEUVE & HUTCHISON, Montreal, Canada"
2007-06-07 23:25,"RACHEL & JEANNE D'ARC, Montreal, Canada"
2007-06-08 09:20,"ST DENIS & DES PINS, Montreal, Canada"
2007-06-08 10:10,"L. O. DAVID & DES ECORES, Montreal, Canada"
2007-06-08 10:15,"MONT ROYAL & CLARK, Montreal, Canada"
2007-06-08 11:00,"STANSFIELD & RENE LEVESQUE, Montreal, Canada"
2007-06-08 11:26,"PERRAS & 51E AV, Montreal, Canada"
2007-06-08 15:30,"SELKIRK & COTE DES NEIGES, Montreal, Canada"
2007-06-08 15:40,"ST DOMINIQUE & JEAN TALON, Montreal, Canada"
2007-06-08 18:20,"LETOURNEUX & LA FONTAINE, Montreal, Canada"
2007-06-08 18:23,"ST DOMINIQUE & RACHEL, Montreal, Canada"
2007-06-08 19:12,"5655 MAURICE DUPLESSIS , Montreal, Canada"
2007-06-08 22:05,"ST ANDRE & MARIE ANNE, Montreal, Canada"
2007-06-09 00:00,"LAJEUNESSE & HENRI BOURASSA, Montreal, Canada"
2007-06-09 02:10,"ONTARIO & FRONTENAC, Montreal, Canada"
2007-06-09 02:22,"RACHEL & DE LA ROCHE, Montreal, Canada"
2007-06-09 20:04,"RACHEL & MIDWAY, Montreal, Canada"
2007-06-09 20:29,"ST DENIS & RACHEL, Montreal, Canada"
2007-06-09 20:30,"ST ZOTIQUE & 21E AV, Montreal, Canada"
2007-06-10 17:48,"6244 DE MARSEILLE , Montreal, Canada"
2007-06-11 08:00,"PIE IX & DANDURAND, Montreal, Canada"
2007-06-11 14:05,"NOTRE DAME & DE BOUCHERVILLE, Montreal, Canada"
2007-06-11 14:30,"GOUIN & CHATEAU PIERREFONDS, Montreal, Canada"
2007-06-11 16:00,"1891 HONORE BEAUGRAND , Montreal, Canada"
2007-06-11 16:10,"WELLINGTON & GILBERTE DUBE, Montreal, Canada"
2007-06-11 17:05,"ST JACQUES & HINGSTON, Montreal, Canada"
2007-06-11 18:15,"7830 QUERBES , Montreal, Canada"
2007-06-11 18:50,"CHOUINARD & BERNIE, Montreal, Canada"
2007-06-12 07:00,"FLEURY & CHRISTOPHE COLOMB, Montreal, Canada"
2007-06-12 14:05,"JARRY & CREUSOT, Montreal, Canada"
2007-06-12 17:00,"680 MICHEL JASMIN , Montreal, Canada"
2007-06-12 20:20,"301 ST JACQUES , Montreal, Canada"
2007-06-12 21:36,"ROSEMONT & CHABOT, Montreal, Canada"
2007-06-12 22:10,"PRIEUR & PAPINEAU, Montreal, Canada"
2007-06-12 23:50,"ST ANTOINE & ATWATER, Montreal, Canada"
2007-06-13 05:50,"1900 DICKSON , Montreal, Canada"
2007-06-13 09:41,"4056 STE CATHERINE O, Montreal, Canada"
2007-06-13 13:00,"NOTRE DAME & GUY, Montreal, Canada"
2007-06-13 16:15,"DE FONTENEAU & BOUCHERVILLE, Montreal, Canada"
2007-06-13 18:20,"DECARIE & BOURRET, Montreal, Canada"
2007-06-13 18:40,"UNIVERSITY & CATHCART, Montreal, Canada"
2007-06-13 22:00,"6140 HENRI BOURASSA , Montreal, Canada"
2007-06-14 07:28,"MARSEILLE & BEAUCLERK, Montreal, Canada"
2007-06-14 16:26,"JEAN TALON & DES GALERIES D'ANJOU, Montreal, Canada"
2007-06-14 17:45,"SAUVE & CHRISTOPHE COLOMB, Montreal, Canada"
2007-06-14 19:05,"ST PIERRE & NOTRE DAME, Montreal, Canada"
2007-06-14 19:35,"QUERBES & JARRY, Montreal, Canada"
2007-06-15 08:00,"6801 GOUIN E, Montreal, Canada"
2007-06-15 10:25,"HENRI BOURASSA & GEORGES PICHET, Montreal, Canada"
2007-06-15 12:30,"5800 CAVENDISH , Montreal, Canada"
2007-06-15 16:25,"PERRAS & OZIAS LEDUC, Montreal, Canada"
2007-06-15 20:07,"1723 POIRIER , Montreal, Canada"
2007-06-15 21:40,"RAYMOND PELLETIER & CHRISTOPHE COLOMB, Montreal, Canada"
2007-06-16 15:00,"FRENCH & DE TECK, Montreal, Canada"
2007-06-16 22:20,"QUEEN MARY & FLEET, Montreal, Canada"
2007-06-17 14:10,"MONT ROYAL & CHRISTOPHE COLOMB, Montreal, Canada"
2007-06-17 17:03,"ST LAURENT & JARRY, Montreal, Canada"
2007-06-18 08:00,"DE BRETAGNE & AV JUSTINE LACOSTE, Montreal, Canada"
2007-06-18 09:14,"2020 ST URBAIN , Montreal, Canada"
2007-06-18 13:51,"MONT ROYAL & CARTIER, Montreal, Canada"
2007-06-18 16:50,"ST LAURENT & CHABANEL, Montreal, Canada"
2007-06-18 18:00,"NEUVILLE & JARRY, Montreal, Canada"
2007-06-19 09:30,"5107 CLARK , Montreal, Canada"
2007-06-19 09:44,"175 SHERBROOKE O, Montreal, Canada"
2007-06-19 12:55,"1 CIRCUIT GILLES VILLENEUVE , Montreal, Canada"
2007-06-19 15:45,"MONT ROYAL & CAMILLIEN HOUDE, Montreal, Canada"
2007-06-19 16:15,"5431 ST LAURENT , Montreal, Canada"
2007-06-19 16:55,"6387 ST DENIS , Montreal, Canada"
2007-06-19 17:20,"PRINCE ALBERT & COTE ST ANTOINE, Montreal, Canada"
2007-06-20 00:00,"LIEGE & ACADIE, Montreal, Canada"
2007-06-20 07:15,"STE GERTRUDE & AMIENS, Montreal, Canada"
2007-06-20 08:15,"COTE STE CATHERINE & AV DE LA BRUNANTE, Montreal, Canada"
2007-06-20 12:19,"LIEGE & FOUCHER, Montreal, Canada"
2007-06-20 15:05,"MOUSSEAU & DE TECK, Montreal, Canada"
2007-06-20 16:15,"JEAN TALON & DE LA ROCHE, Montreal, Canada"
2007-06-20 16:40,"ROI RENE & DU CHARDONNET, Montreal, Canada"
2007-06-20 17:00,"2333 ROSEMONT , Montreal, Canada"
2007-06-20 18:30,"PAPINEAU & L O DAVID, Montreal, Canada"
2007-06-20 21:30,"RACHEL & FRONTENAC, Montreal, Canada"
2007-06-20 23:40,"RACHEL & PARTHENAIS, Montreal, Canada"
2007-06-21 00:00,"ST URBAIN & SHERBROOKE, Montreal, Canada"
2007-06-21 07:15,"CHERRIER & BERRI, Montreal, Canada"
2007-06-21 08:52,"STE FAMILLE & MILTON, Montreal, Canada"
2007-06-21 11:00,"MARSEILLE & HAIG, Montreal, Canada"
2007-06-21 11:35,"3210 CHERRIER , Montreal, Canada"
2007-06-21 14:14,"FORSYTH & 32E AV, Montreal, Canada"
2007-06-21 18:04,"ST ZOTIQUE & 26E AV, Montreal, Canada"
2007-06-21 19:17,"EVERETT & DES ERABLES, Montreal, Canada"
2007-06-21 20:15,"ST ZOTIQUE & DE GASPE, Montreal, Canada"
2007-06-22 09:57,"ST JOSEPH & HOTEL DE VILLE, Montreal, Canada"
2007-06-22 15:25,"7301 HENRI BOURASSA E, Montreal, Canada"
2007-06-22 16:00,"LIEGE & BERRI, Montreal, Canada"
2007-06-22 16:10,"BEAUBIEN & 38E AV, Montreal, Canada"
2007-06-23 13:53,"1267 ST MARC , Montreal, Canada"
2007-06-23 15:05,"SHERBROOKE & PAPINEAU, Montreal, Canada"
2007-06-23 15:27,"COTE STE CATHERINE & BELOEIL, Montreal, Canada"
2007-06-23 20:00,"DULUTH & CLARK, Montreal, Canada"
2007-06-24 11:38,"251 CH BORD DU LAC , Montreal, Canada"
2007-06-24 12:50,"LACORDAIRE & HENRI BOURASSA, Montreal, Canada"
2007-06-24 21:03,"4562 ST DOMINIQUE , Montreal, Canada"
2007-06-25 12:15,"JEAN TALON & 13E AV, Montreal, Canada"
2007-06-26 03:21,"MACKLE & CENTENNIAL, Montreal, Canada"
2007-06-26 13:20,"4319 ST JEAN , Montreal, Canada"
2007-06-26 15:25,"ST ANDRE & EVERETT, Montreal, Canada"
2007-06-26 17:45,"PAPINEAU & MONT ROYAL, Montreal, Canada"
2007-06-27 00:00,"ROSEMONT & 27E AV, Montreal, Canada"
2007-06-27 09:15,"STE CATHERINE & GUY, Montreal, Canada"
2007-06-27 10:57,"MILTON & HUTCHISON, Montreal, Canada"
2007-06-27 13:05,"1035 4KE AV , Montreal, Canada"
2007-06-27 13:10,"ST URBAIN & BEAUBIEN, Montreal, Canada"
2007-06-27 13:15,"LANGELIER & BELANGER, Montreal, Canada"
2007-06-27 15:50,"SHERBROOKE & CRESCENT, Montreal, Canada"
2007-06-28 00:24,"MONT ROYAL & DU PARC, Montreal, Canada"
2007-06-28 03:40,"ST DENIS & MONT ROYAL, Montreal, Canada"
2007-06-28 12:17,"8501 DECARIE , Montreal, Canada"
2007-06-28 17:30,"DECELLES & DECARIE, Montreal, Canada"
2007-06-28 17:35,"1727 JEAN TALON , Montreal, Canada"
2007-06-28 17:50,"VALOIS & LA FONTAINE, Montreal, Canada"
2007-06-29 07:35,"DAVAAR & BERNARD, Montreal, Canada"
2007-06-29 12:00,"ROUEN & JOLIETTE, Montreal, Canada"
2007-06-29 13:03,"STE CATHERINE & CRESCENT, Montreal, Canada"
2007-06-29 17:10,"MILTON & DU PARC, Montreal, Canada"
2007-06-29 18:40,"VEZINA & LAVOIE, Montreal, Canada"
2007-06-30 18:20,"LACORDAIRE & INDUSTRIEL, Montreal, Canada"
2007-07-01 15:45,"WILLIBRORD & VERDUN, Montreal, Canada"
2007-07-01 16:45,"RACHEL & DE BULLION, Montreal, Canada"
2007-07-02 18:13,"DAVIGNON & BRUNSWICK, Montreal, Canada"
2007-07-02 18:28,"4900 JEAN TALON , Montreal, Canada"
2007-07-03 08:30,"DE MAISONNEUVE & BERRI, Montreal, Canada"
2007-07-03 09:07,"ST URBAIN & BAGG, Montreal, Canada"
2007-07-03 17:20,"1093 5E AV , Montreal, Canada"
2007-07-03 18:15,"ST JOSEPH & IBERVILLE, Montreal, Canada"
2007-07-03 18:40,"BRUNSWICK & ARGYLE, Montreal, Canada"
2007-07-03 18:40,"DOLLARD & DE LA VERENDRYE, Montreal, Canada"
2007-07-03 20:15,"LAFLEUR & JEAN MILOT, Montreal, Canada"
2007-07-04 15:19,"ST CHARLES & DES CARRIERES, Montreal, Canada"
2007-07-04 17:17,"MONTGOMERY & HOCHELAGA, Montreal, Canada"
2007-07-05 07:30,"ST ZOTIQUE & CARTIER, Montreal, Canada"
2007-07-05 10:00,"NOTRE DAME & L'AQUEDUC, Montreal, Canada"
2007-07-05 12:52,"755 BRUNSWICK , Montreal, Canada"
2007-07-05 13:45,"NOTRE DAME & GOSFORD, Montreal, Canada"
2007-07-05 14:35,"NEWMAN & DE MONTMAGNY, Montreal, Canada"
2007-07-05 16:54,"ST LAURENT & LEGENDRE, Montreal, Canada"
2007-07-05 18:30,"ST JOSEPH & PAPINEAU, Montreal, Canada"
2007-07-06 07:22,"ST LAURENT & MAGUIRE, Montreal, Canada"
2007-07-06 07:45,"DE LA GAUCHETIERE & 16E AV, Montreal, Canada"
2007-07-06 09:50,"1753 GRENET , Montreal, Canada"
2007-07-06 13:25,"PARAMOUNT & MONK, Montreal, Canada"
2007-07-06 16:45,"SHEVCHENKO & DE LA VERENDRYE, Montreal, Canada"
2007-07-06 18:26,"915 ATWATER , Montreal, Canada"
2007-07-06 21:15,"LAURIER & DE LA ROCHE, Montreal, Canada"
2007-07-06 22:50,"ST LAURENT & MARIE ANNE, Montreal, Canada"
2007-07-08 03:20,"4212 DE MAISONNEUVE O, Montreal, Canada"
2007-07-08 13:04,"17 AV CARTIER , Montreal, Canada"
2007-07-08 16:15,"SHERBROOKE & DE LA MONTAGNE, Montreal, Canada"
2007-07-08 23:00,"PIE IX & NOTRE DAME, Montreal, Canada"
2007-07-10 11:00,"NOTRE DAME & BOURBONNIERE, Montreal, Canada"
2007-07-10 11:35,"PARIS & FLEURY, Montreal, Canada"
2007-07-10 11:40,"VIAU & METROPOLITAIN, Montreal, Canada"
2007-07-10 11:50,"DES SOURCES & DE SALABERRY, Montreal, Canada"
2007-07-10 15:55,"PONT DE CE & BOUDRIERE, Montreal, Canada"
2007-07-10 16:31,"JARRY & DE LORIMIER, Montreal, Canada"
2007-07-10 17:46,"2183 DES ORMEAUX , Montreal, Canada"
2007-07-10 18:20,"2773 DE ROUEN , Montreal, Canada"
2007-07-10 21:10,"VILLENEUVE & LANGELIER, Montreal, Canada"
2007-07-10 21:22,"ROSEMONT & LOUIS HEMON, Montreal, Canada"
2007-07-10 22:06,"ST DENIS & JEAN TALON, Montreal, Canada"
2007-07-11 06:59,"SHERBROOKE & LIEBERT, Montreal, Canada"
2007-07-11 11:00,"1744 WILLIAM , Montreal, Canada"
2007-07-11 18:20,"LAJEUNESSE & JARRY, Montreal, Canada"
2007-07-11 20:47,"STE LUCIE & 12E AV, Montreal, Canada"
2007-07-11 21:40,"830 GUY , Montreal, Canada"
2007-07-12 00:00,"LAVIGNE & GOUIN, Montreal, Canada"
2007-07-12 06:15,"ST ANTOINE & ATWATER, Montreal, Canada"
2007-07-12 07:40,"ST JEAN BAPTISTE & SHERBROOKE, Montreal, Canada"
2007-07-12 08:58,"D'IBERVILLE & BELLECHASSE, Montreal, Canada"
2007-07-12 13:30,"PRIEUR & PARC GEORGES, Montreal, Canada"
2007-07-12 13:30,"ST ZOTIQUE & ST MICHEL, Montreal, Canada"
2007-07-12 16:55,"CH DU MUSEE & CH DU CANAL, Montreal, Canada"
2007-07-12 17:55,"ST ANDRE & CHERRIER, Montreal, Canada"
2007-07-12 21:40,"STE CATHERINE & PLESSIS, Montreal, Canada"
2007-07-13 11:00,"DE MAISONNEUVE & ALEXANDRE DESEVE, Montreal, Canada"
2007-07-13 13:45,"328 CH BORD DU LAC , Montreal, Canada"
2007-07-15 01:52,"PARTHENAIS & MONT ROYAL, Montreal, Canada"
2007-07-15 14:50,"13255 SHERBROOKE , Montreal, Canada"
2007-07-17 01:19,"ST HUBERT & LAURIER, Montreal, Canada"
2007-07-17 11:00,"ST CHRISTOPHE & RENE LEVESQUE, Montreal, Canada"
2007-07-17 12:31,"CENTRALE & 1RE AV, Montreal, Canada"
2007-07-17 15:00,"SHERBROOKE & MONTGOMERY, Montreal, Canada"
2007-07-17 15:10,"4101 SHERBROOKE , Montreal, Canada"
2007-07-17 16:00,"DE MAISONNEUVE & CLARKE, Montreal, Canada"
2007-07-17 19:10,"TILLEMONT & ROUSSELOT, Montreal, Canada"
2007-07-18 00:00,"ST URBAIN & ROY, Montreal, Canada"
2007-07-18 08:10,"ONTARIO & BERRI, Montreal, Canada"
2007-07-18 15:20,"ROBIDOUX & CORDNER, Montreal, Canada"
2007-07-18 16:05,"6355 DU PARC , Montreal, Canada"
2007-07-19 08:55,"LAJEUNESSE & FREMONT, Montreal, Canada"
2007-07-19 13:50,"CHARLEVOIX & CENTRE, Montreal, Canada"
2007-07-19 17:50,"4441 ST LAURENT , Montreal, Canada"
2007-07-21 10:40,"4019 WELLINGTON , Montreal, Canada"
2007-07-21 12:15,"RUELLE DE MENTANA & DULUTH, Montreal, Canada"
2007-07-22 03:45,"DU HAVRE & DE ROUEN, Montreal, Canada"
2007-07-22 22:15,"ST JOSEPH & DE LORIMIER, Montreal, Canada"
2007-07-23 07:30,"SHERBROOKE & GEORGE IV, Montreal, Canada"
2007-07-23 12:03,"GILBERTE DUBE & GAETAN LABERGE, Montreal, Canada"
2007-07-23 16:48,"SHERBROOKE & PEEL, Montreal, Canada"
2007-07-23 21:45,"GATINEAU & EDOUARD MONTPETIT, Montreal, Canada"
2007-07-24 08:40,"DU PARC & BEAUBIEN, Montreal, Canada"
2007-07-24 15:15,"STE CATHERINE & PLESSIS, Montreal, Canada"
2007-07-24 18:30,"ST JOSEPH & D'IBERVILLE, Montreal, Canada"
2007-07-25 21:10,"7515 ST MICHEL , Montreal, Canada"
2007-07-26 11:35,"SHERBROOKE & DUQUESNE, Montreal, Canada"
2007-07-26 14:53,"4735 CARLTON , Montreal, Canada"
2007-07-26 14:55,"8040 SHERBROOKE , Montreal, Canada"
2007-07-26 16:20,"154 DE MAISONNEUVE , Montreal, Canada"
2007-07-26 17:52,"RENE LEVESQUE & BERRI, Montreal, Canada"
2007-07-26 18:35,"ST ANTOINE & 32E AV, Montreal, Canada"
2007-07-27 00:48,"DE MAISONNEUVE & BERRI, Montreal, Canada"
2007-07-27 19:54,"3629 ST DENIS , Montreal, Canada"
2007-07-28 17:00,"7999 DES GALERIES D'ANJOU , Montreal, Canada"
2007-07-29 10:50,"PONT JACQUES CARTIER & ILE STE HELENE, Montreal, Canada"
2007-07-29 16:14,"RACHEL & DE BULLION, Montreal, Canada"
2007-07-29 21:10,"ST ZOTIQUE & BORDEAUX, Montreal, Canada"
2007-07-29 21:54,"RACHEL & BREBEUF, Montreal, Canada"
2007-07-29 21:55,"RACHEL & CHARLEMAGNE, Montreal, Canada"
2007-07-30 09:30,"RACHEL & BREBEUF, Montreal, Canada"
2007-07-30 16:40,"ST DENIS & MARIE ANNE, Montreal, Canada"
2007-07-30 17:35,"DE GASPE & DANTE, Montreal, Canada"
2007-07-30 18:00,"UNIVERSITY & GAUCHETIERE, Montreal, Canada"
2007-07-31 13:07,"5104 DE L'ASSOMPTION , Montreal, Canada"
2007-07-31 16:00,"WELLINGTON & BUTLER, Montreal, Canada"
2007-07-31 17:46,"WILDERTON & JEAN TALON, Montreal, Canada"
2007-07-31 18:14,"VIGER & BERRI, Montreal, Canada"
2007-07-31 21:50,"7665 LACORDAIRE , Montreal, Canada"
2007-08-01 09:00,"PARC GEORGES & MONSELET, Montreal, Canada"
2007-08-01 18:00,"WILLIAM & SOEURS GRISES, Montreal, Canada"
