id,Time,Address,Street 1,Street 2,Street 3,Impact type,Environment,Light,Traffic control,Severity,Number of vehicles,Number of injured persons,Number of pedestrians
090263954,2009-09-16 10:36:00,"BRONSON AVE SB at RAMP FROM COLONEL BY DR, Ottawa, ON, Canada",BRONSON AVE SB,RAMP FROM COLONEL BY DR,,Angle,Clear,Daylight,Yield Sign,Non-fatal injury,2,1,0
090263139,2009-09-15 14:41:00,"HOLLY ACRES RD at HWY 416 ACRES IC75R24, Ottawa, ON, Canada",HOLLY ACRES RD,HWY 416 ACRES IC75R24,,Angle,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
090262723,2009-09-15 08:09:00,"HOG'S BACK RD at COLONEL BY DR, Ottawa, ON, Canada",HOG'S BACK RD,COLONEL BY DR,MEADOWLANDS DR,Turning Movement,Clear,Daylight,No control,Non-fatal injury,2,1,0
090262230,2009-09-14 16:58:00,"DALY AVE at NICHOLAS ST, Ottawa, ON, Canada",DALY AVE,NICHOLAS ST,,Turning Movement,Rain,Daylight,Traffic Signal,Non-fatal injury,2,1,0
090262218,2009-09-14 16:36:00,"MONTREAL RD at NORTH RIVER RD, Ottawa, ON, Canada",MONTREAL RD,NORTH RIVER RD,,Sideswipe,Rain,Daylight,Traffic Signal,Non-fatal injury,2,1,0
090262107,2009-09-14 14:51:00,"BASELINE RD at ERINDALE DR, Ottawa, ON, Canada",BASELINE RD,ERINDALE DR,,Angle,Clear,Daylight,Stop Sign,Non-fatal injury,2,1,0
090261935,2009-09-14 12:15:00,"ALTA VISTA DR at HERON RD, Ottawa, ON, Canada",ALTA VISTA DR,HERON RD,,Angle,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
090261725,2009-09-14 08:29:00,"CHURCHILL AVE at SCOTT ST, Ottawa, ON, Canada",CHURCHILL AVE,SCOTT ST,,Angle,Clear,Daylight,Stop Sign,P.D. Only,2,0,0
090262725,2009-09-14 08:29:00,"CHURCHILL AVE at SCOTT ST, Ottawa, ON, Canada",CHURCHILL AVE,SCOTT ST,,Angle,Clear,Daylight,Stop Sign,P.D. Only,2,0,0
090261143,2009-09-13 13:14:00,"CLYDE AVE at FORMER NE/OT BOUNDARY, Ottawa, ON, Canada",CLYDE AVE,FORMER NE/OT BOUNDARY,STARWOOD RD,Turning Movement,Clear,Daylight,No control,Non-fatal injury,2,1,0
090260427,2009-09-12 18:45:00,"DALY AVE at NICHOLAS ST, Ottawa, ON, Canada",DALY AVE,NICHOLAS ST,,Angle,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
090259394,2009-09-11 20:25:00,"WOODFIELD DR at DOWNSVIEW CRES E, Ottawa, ON, Canada",WOODFIELD DR,DOWNSVIEW CRES E,MERIVALE RD,Sideswipe,Clear,Dark,No control,Non-fatal injury,2,1,0
090258658,2009-09-11 08:25:00,"MURRAY ST at SUSSEX DR, Ottawa, ON, Canada",MURRAY ST,SUSSEX DR,,Turning Movement,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
090258289,2009-09-10 20:06:00,"PRESTON ST at WELLINGTON ST, Ottawa, ON, Canada",PRESTON ST,WELLINGTON ST,,Turning Movement,Clear,Dark,Traffic Signal,Non-fatal injury,2,1,0
090258164,2009-09-10 17:56:00,"KENT ST at SOMERSET ST, Ottawa, ON, Canada",KENT ST,SOMERSET ST,,Turning Movement,Clear,Daylight,Traffic Signal,P.D. Only,2,0,0
090257980,2009-09-10 15:05:00,"BRONSON AVE at JAMES ST, Ottawa, ON, Canada",BRONSON AVE,JAMES ST,,Sideswipe,Clear,Daylight,Stop Sign,Non-fatal injury,2,1,0
090257666,2009-09-10 09:26:00,"DALHOUSIE ST at GEORGE ST, Ottawa, ON, Canada",DALHOUSIE ST,GEORGE ST,RIDEAU ST,Turning Movement,Clear,Daylight,No control,P.D. Only,2,0,0
090257519,2009-09-10 06:42:00,"NELSON ST at RIDEAU ST, Ottawa, ON, Canada",NELSON ST,RIDEAU ST,,Turning Movement,Clear,Dawn,Traffic Signal,Non-fatal injury,2,1,0
090257141,2009-09-09 18:04:00,"DALHOUSIE ST at GEORGE ST, Ottawa, ON, Canada",DALHOUSIE ST,GEORGE ST,YORK ST,Sideswipe,Clear,Daylight,No control,Non-fatal injury,3,1,0
090257012,2009-09-09 16:15:00,"CATHERINE ST at BANK ST, Ottawa, ON, Canada",CATHERINE ST,BANK ST,HWY 417 O'CONN IC119BR76,Angle,Clear,Daylight,No control,Non-fatal injury,2,1,0
090252769,2009-09-05 12:52:00,"GLADSTONE AVE at KENT ST, Ottawa, ON, Canada",GLADSTONE AVE,KENT ST,,Turning Movement,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
090251551,2009-09-04 12:12:00,"MCARTHUR AVE at ENFIELD AVE, Ottawa, ON, Canada",MCARTHUR AVE,ENFIELD AVE,VANIER PKWY,Angle,Clear,Daylight,No control,P.D. Only,2,0,0
090251337,2009-09-04 08:41:00,"CARLING AVE EB at CARLING AVE RAMP 57, Ottawa, ON, Canada",CARLING AVE EB,CARLING AVE RAMP 57,KIRKWOOD AVE S,Angle,Clear,Daylight,No control,Non-fatal injury,2,1,0
090250760,2009-09-03 17:15:00,"MERIVALE RD at VIEWMOUNT DR, Ottawa, ON, Canada",MERIVALE RD,VIEWMOUNT DR,,Sideswipe,Clear,Daylight,Traffic Signal,P.D. Only,2,0,0
090250189,2009-09-03 09:22:00,"WOODROFFE AVE at GEORGINA DR, Ottawa, ON, Canada",WOODROFFE AVE,GEORGINA DR,HWY 417 WOODROF IC127R36,Angle,Clear,Daylight,No control,Non-fatal injury,2,1,0
090250149,2009-09-03 08:47:00,"ANTARES DR at WEST HUNT CLUB RD, Ottawa, ON, Canada",ANTARES DR,WEST HUNT CLUB RD,,Turning Movement,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
090248050,2009-09-01 12:14:00,"LYON ST at SOMERSET ST, Ottawa, ON, Canada",LYON ST,SOMERSET ST,,Turning Movement,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
090246025,2009-08-29 21:00:00,"BERTRAND ST at IVY CRES E, Ottawa, ON, Canada",BERTRAND ST,IVY CRES E,,Angle,Rain,Dark,Stop Sign,P.D. Only,2,0,0
090245515,2009-08-29 19:47:00,"SOMERSET ST at BANK ST, Ottawa, ON, Canada",SOMERSET ST,BANK ST,BECKINGTON PRIV,Turning Movement,Clear,Dusk,No control,Non-fatal injury,2,1,0
090244457,2009-08-28 17:24:00,"DRIVEWAY (THE) at ISLAND PARK DR, Ottawa, ON, Canada",DRIVEWAY (THE),ISLAND PARK DR,,Sideswipe,Clear,Daylight,Traffic Signal,P.D. Only,2,0,0
090244306,2009-08-28 14:55:00,"BANK ST at HERON RD, Ottawa, ON, Canada",BANK ST,HERON RD,,Turning Movement,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
090243083,2009-08-27 13:40:00,"HWY 417 MAITLAND IC126R2 at MAITLAND AVE, Ottawa, ON, Canada",HWY 417 MAITLAND IC126R2,MAITLAND AVE,,Angle,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
090242218,2009-08-26 17:58:00,"LAURIER AVE at SWEETLAND AVE, Ottawa, ON, Canada",LAURIER AVE,SWEETLAND AVE,,Angle,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
090241589,2009-08-26 07:46:00,"ALTA VISTA DR at INDUSTRIAL AVE, Ottawa, ON, Canada",ALTA VISTA DR,INDUSTRIAL AVE,,Sideswipe,Clear,Daylight,Traffic Signal,P.D. Only,2,0,0
090242333,2009-08-26 07:30:00,"PARKDALE AVE at SIMS AVE, Ottawa, ON, Canada",PARKDALE AVE,SIMS AVE,,Turning Movement,Clear,Daylight,Stop Sign,Non-fatal injury,2,1,0
090240962,2009-08-25 17:01:00,"PRINCE OF WALES DR at FALAISE RD, Ottawa, ON, Canada",PRINCE OF WALES DR,FALAISE RD,NORMANDY CRES S,Sideswipe,Clear,Daylight,No control,Non-fatal injury,2,1,0
090240447,2009-08-25 09:19:00,"GENEST ST at STE. CECILE ST, Ottawa, ON, Canada",GENEST ST,STE. CECILE ST,,Angle,Clear,Daylight,Stop Sign,Non-fatal injury,2,1,0
090240371,2009-08-25 07:49:00,"DUFFERIN RD at MACKAY ST, Ottawa, ON, Canada",DUFFERIN RD,MACKAY ST,,Angle,Clear,Daylight,Stop Sign,Non-fatal injury,2,1,0
090242416,2009-08-25 07:15:00,"SMYTH RD at SMYTH RD RAMP 51, Ottawa, ON, Canada",SMYTH RD,SMYTH RD RAMP 51,,Rear End,Clear,Daylight,Yield Sign,Non-fatal injury,2,1,0
090238903,2009-08-23 16:00:00,"GREENBANK RD at BASELINE RD, Ottawa, ON, Canada",GREENBANK RD,BASELINE RD,LISA AVE,Angle,Clear,Daylight,No control,Non-fatal injury,2,1,0
090237902,2009-08-22 18:23:00,"QUEEN ELIZABETH DRWY at QUEEN ELIZABETH PL, Ottawa, ON, Canada",QUEEN ELIZABETH DRWY,QUEEN ELIZABETH PL,,Turning Movement,Clear,Daylight,Stop Sign,P.D. Only,2,0,0
090236361,2009-08-21 10:45:00,"ST. JOSEPH BLVD at BOYER RD, Ottawa, ON, Canada",ST. JOSEPH BLVD,BOYER RD,ORLEANS BLVD,Angle,Clear,Daylight,No control,P.D. Only,2,0,0
090236846,2009-08-21 10:00:00,"BIRCH AVE at EASTBOURNE AVE, Ottawa, ON, Canada",BIRCH AVE,EASTBOURNE AVE,,Angle,Clear,Daylight,Stop Sign,Non-fatal injury,2,1,0
090236245,2009-08-21 08:05:00,"MOODIE DR at WEST HUNT CLUB RD, Ottawa, ON, Canada",MOODIE DR,WEST HUNT CLUB RD,,Turning Movement,Clear,Daylight,Traffic Signal,P.D. Only,2,0,0
090235669,2009-08-20 17:17:00,"MOODIE DR at TYRRELL PL, Ottawa, ON, Canada",MOODIE DR,TYRRELL PL,,Angle,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
090235482,2009-08-20 14:35:00,"DYNES RD at PRINCE OF WALES DR, Ottawa, ON, Canada",DYNES RD,PRINCE OF WALES DR,,Angle,Clear,Daylight,Traffic Signal,Non-fatal injury,2,2,0
090235204,2009-08-20 09:34:00,"BENSON ST at SEYMOUR AVE, Ottawa, ON, Canada",BENSON ST,SEYMOUR AVE,,Angle,Clear,Daylight,Stop Sign,Non-fatal injury,2,1,0
090233244,2009-08-18 15:05:00,"AIRPORT PKWY at HUNT CLUB RD RAMP 42, Ottawa, ON, Canada",AIRPORT PKWY,HUNT CLUB RD RAMP 42,,Sideswipe,Clear,Daylight,No control,Non-fatal injury,2,1,0
090232546,2009-08-17 20:50:00,"BROOKFIELD RD at CLOVER ST, Ottawa, ON, Canada",BROOKFIELD RD,CLOVER ST,,Angle,Rain,Dark,Stop Sign,Non-fatal injury,2,2,0
090323546,2009-08-17 20:50:00,"BROOKFIELD RD at CLOVER ST, Ottawa, ON, Canada",BROOKFIELD RD,CLOVER ST,,Angle,Rain,Dark,Stop Sign,Non-fatal injury,2,2,0
090231748,2009-08-17 08:32:00,"FISHER AVE at TRENT ST, Ottawa, ON, Canada",FISHER AVE,TRENT ST,,Angle,Clear,Daylight,Traffic Signal,P.D. Only,2,0,0
090229903,2009-08-15 09:38:00,"CARP RD at FALLDOWN LANE, Ottawa, ON, Canada",CARP RD,FALLDOWN LANE,,Turning Movement,Clear,Daylight,Stop Sign,Non-fatal injury,2,1,0
090227920,2009-08-13 15:41:00,"DAPHNE CRES N at STITTSVILLE MAIN ST, Ottawa, ON, Canada",DAPHNE CRES N,STITTSVILLE MAIN ST,,Turning Movement,Clear,Daylight,No control,Non-fatal injury,2,1,0
090227908,2009-08-13 15:31:00,"SOMERSET ST at BRONSON AVE, Ottawa, ON, Canada",SOMERSET ST,BRONSON AVE,CAMBRIDGE ST,Sideswipe,Clear,Daylight,No control,Non-fatal injury,2,1,0
090227060,2009-08-12 20:17:00,"BROOKBEND CRES at CRYSTAL BEACH DR, Ottawa, ON, Canada",BROOKBEND CRES,CRYSTAL BEACH DR,,Angle,Clear,Dusk,Stop Sign,Non-fatal injury,2,1,0
090226947,2009-08-12 18:12:00,"CARLING AVE at HIGH ST, Ottawa, ON, Canada",CARLING AVE,HIGH ST,,Angle,Clear,Daylight,Stop Sign,P.D. Only,2,0,0
090226511,2009-08-12 11:13:00,"ELGIN ST at COOPER ST, Ottawa, ON, Canada",ELGIN ST,COOPER ST,SOMERSET ST,Sideswipe,Clear,Daylight,No control,Non-fatal injury,2,1,0
090226504,2009-08-12 11:10:00,"ARCH ST at PLEASANT PARK RD, Ottawa, ON, Canada",ARCH ST,PLEASANT PARK RD,,Angle,Clear,Daylight,Stop Sign,Non-fatal injury,2,1,0
090226351,2009-08-12 07:30:00,"BRONSON AVE at SUNNYSIDE AVE, Ottawa, ON, Canada",BRONSON AVE,SUNNYSIDE AVE,,Angle,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
090225737,2009-08-11 15:00:00,"DOWNPATRICK RD at HUNT CLUB RD, Ottawa, ON, Canada",DOWNPATRICK RD,HUNT CLUB RD,,Angle,Clear,Daylight,Traffic Signal,P.D. Only,2,0,0
090224778,2009-08-10 18:29:00,"BASELINE RD at CONSTELLATION CRES, Ottawa, ON, Canada",BASELINE RD,CONSTELLATION CRES,,Angle,Clear,Daylight,No control,Non-fatal injury,2,1,0
090224476,2009-08-10 13:45:00,"CAHILL DR at OWL DR, Ottawa, ON, Canada",CAHILL DR,OWL DR,WAXWING DR,Turning Movement,Clear,Daylight,No control,P.D. Only,2,0,0
090223611,2009-08-09 17:10:00,"BANK ST at BILLINGS TRANSIT, Ottawa, ON, Canada",BANK ST,BILLINGS TRANSIT,RIVERSIDE DR,Turning Movement,Clear,Daylight,No control,P.D. Only,2,0,0
090223476,2009-08-09 13:00:00,"RUSSELL RD at HAWTHORNE RD, Ottawa, ON, Canada",RUSSELL RD,HAWTHORNE RD,HYDRO RD,Sideswipe,Clear,Daylight,No control,Non-fatal injury,2,1,0
090219014,2009-08-05 09:15:00,"BAYSHORE DR at WOODRIDGE CRES N, Ottawa, ON, Canada",BAYSHORE DR,WOODRIDGE CRES N,,Rear End,Clear,Daylight,Traffic Signal,P.D. Only,2,0,0
090217116,2009-08-03 15:45:00,"LAVERENDRYE DR at OAKDEAN CRES S, Ottawa, ON, Canada",LAVERENDRYE DR,OAKDEAN CRES S,,Angle,Clear,Daylight,Stop Sign,Non-fatal injury,2,1,0
090217177,2009-08-03 14:00:00,"O'CONNOR ST at ARGYLE AVE, Ottawa, ON, Canada",O'CONNOR ST,ARGYLE AVE,MCLEOD ST,(Unattended Vehicle),Unknown,Daylight,No control,P.D. Only,1,0,0
090216874,2009-08-03 11:00:00,"ALBERT ST at BOOTH ST, Ottawa, ON, Canada",ALBERT ST,BOOTH ST,,Turning Movement,Clear,Daylight,Traffic Signal,P.D. Only,2,0,0
090216020,2009-08-02 11:50:00,"BATHGATE DR at OGILVIE RD, Ottawa, ON, Canada",BATHGATE DR,OGILVIE RD,,Angle,Rain,Daylight,Traffic Signal,Non-fatal injury,2,1,0
090215354,2009-08-01 17:45:00,"BOTELER ST at DALHOUSIE ST, Ottawa, ON, Canada",BOTELER ST,DALHOUSIE ST,,Angle,Clear,Daylight,Stop Sign,Non-fatal injury,2,1,0
090214758,2009-08-01 01:41:00,"PELEE ST at YOHO DR N, Ottawa, ON, Canada",PELEE ST,YOHO DR N,,Sideswipe,Clear,Dark,Stop Sign,Non-fatal injury,2,1,0
090214350,2009-07-31 19:25:00,"CLAYMOR AVE at MEADOWLANDS DR, Ottawa, ON, Canada",CLAYMOR AVE,MEADOWLANDS DR,,Turning Movement,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
090213693,2009-07-31 08:45:00,"DOVERCOURT AVE at EDISON AVE, Ottawa, ON, Canada",DOVERCOURT AVE,EDISON AVE,,Angle,Clear,Daylight,Stop Sign,Non-fatal injury,2,1,0
090213110,2009-07-30 18:16:00,"KING EDWARD AVE at WILBROD ST, Ottawa, ON, Canada",KING EDWARD AVE,WILBROD ST,,Turning Movement,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
090211800,2009-07-29 14:00:00,"CHARLEMAGNE BLVD at PRINCESS LOUISE DR W, Ottawa, ON, Canada",CHARLEMAGNE BLVD,PRINCESS LOUISE DR W,,Angle,Clear,Daylight,Traffic Signal,P.D. Only,2,0,0
090210853,2009-07-28 17:28:00,"RICHMOND RD at LOCKHART AVE, Ottawa, ON, Canada",RICHMOND RD,LOCKHART AVE,WOODROFFE AVE,Turning Movement,Unknown,Daylight,No control,Non-fatal injury,2,1,0
090210729,2009-07-28 15:30:00,"MACKENZIE AVE at RIDEAU ST, Ottawa, ON, Canada",MACKENZIE AVE,RIDEAU ST,,Rear End,Clear,Daylight,Traffic Signal,P.D. Only,2,0,0
090210233,2009-07-28 07:20:00,"HEMLOCK RD at THORNWOOD RD, Ottawa, ON, Canada",HEMLOCK RD,THORNWOOD RD,,Turning Movement,Clear,Daylight,Stop Sign,P.D. Only,2,0,0
090209554,2009-07-27 15:10:00,"BRIDGESTONE DR at SADDLESMITH CIRC, Ottawa, ON, Canada",BRIDGESTONE DR,SADDLESMITH CIRC,,Angle,Clear,Daylight,Stop Sign,Non-fatal injury,2,1,0
090209510,2009-07-27 14:39:00,"PRINCE OF WALES DR at 187 N OF MEADOWLANDS DR, Ottawa, ON, Canada",PRINCE OF WALES DR,187 N OF MEADOWLANDS DR,DYNES RD,Sideswipe,Clear,Daylight,No control,Non-fatal injury,2,1,0
090208599,2009-07-26 15:48:00,"BANK ST at CHAMBERLAIN AVE N, Ottawa, ON, Canada",BANK ST,CHAMBERLAIN AVE N,,Turning Movement,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
090207703,2009-07-25 17:07:00,"PRINCE OF WALES DR at WEST HUNT CLUB RD, Ottawa, ON, Canada",PRINCE OF WALES DR,WEST HUNT CLUB RD,,Turning Movement,Clear,Daylight,Traffic Signal,P.D. Only,2,0,0
090207709,2009-07-25 16:30:00,"ARTHUR ST at SOMERSET ST, Ottawa, ON, Canada",ARTHUR ST,SOMERSET ST,,Sideswipe,Clear,Daylight,Traffic Signal,P.D. Only,2,0,0
090206670,2009-07-24 17:33:00,"MONTREAL RD at EGLISE, RUE DE L, Ottawa, ON, Canada",MONTREAL RD,"EGLISE, RUE DE L",ST. LAURENT BLVD,Angle,Clear,Daylight,No control,P.D. Only,2,0,0
090205388,2009-07-23 13:11:00,"CUMBERLAND ST at LAURIER AVE, Ottawa, ON, Canada",CUMBERLAND ST,LAURIER AVE,,Angle,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
090205338,2009-07-23 12:20:00,"PUTMAN AVE at SPRINGFIELD RD, Ottawa, ON, Canada",PUTMAN AVE,SPRINGFIELD RD,,Turning Movement,Clear,Daylight,Stop Sign,Non-fatal injury,2,1,0
090205412,2009-07-23 12:00:00,"HAWTHORNE AVE at COLONEL BY DR, Ottawa, ON, Canada",HAWTHORNE AVE,COLONEL BY DR,MAIN ST,Sideswipe,Rain,Daylight,No control,P.D. Only,2,0,0
090204728,2009-07-22 21:06:00,"INNES RD at LANTHIER DR, Ottawa, ON, Canada",INNES RD,LANTHIER DR,,Angle,Clear,Dark,Traffic Signal,Non-fatal injury,2,1,0
090204414,2009-07-22 15:35:00,"LAURIER AVE at LYON ST, Ottawa, ON, Canada",LAURIER AVE,LYON ST,,Angle,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
090204055,2009-07-22 09:06:00,"DONALD ST at QUILL ST, Ottawa, ON, Canada",DONALD ST,QUILL ST,VERA ST,Sideswipe,Rain,Daylight,No control,Non-fatal injury,2,1,0
090203797,2009-07-21 22:56:00,"OGILVIE RD at BLAIR RD, Ottawa, ON, Canada",OGILVIE RD,BLAIR RD,CITY PARK DR E,Sideswipe,Clear,Dark,No control,Fatal Injury,2,1,0
090203382,2009-07-21 15:27:00,"COVENTRY RD at VANIER PKWY, Ottawa, ON, Canada",COVENTRY RD,VANIER PKWY,,Turning Movement,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
090205477,2009-07-20 13:00:00,"BATHGATE DR at MONTREAL RD, Ottawa, ON, Canada",BATHGATE DR,MONTREAL RD,,Turning Movement,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
090201860,2009-07-20 08:19:00,"MERIVALE RD at MORISSET AVE, Ottawa, ON, Canada",MERIVALE RD,MORISSET AVE,,Angle,Clear,Daylight,Stop Sign,Non-fatal injury,2,1,0
090200983,2009-07-19 07:48:00,"MARCH RD at SOLANDT RD, Ottawa, ON, Canada",MARCH RD,SOLANDT RD,TERRY FOX DR,Rear End,Clear,Daylight,No control,Non-fatal injury,6,5,0
090200391,2009-07-18 17:18:00,"LANARK AVE at ROYAL AVE, Ottawa, ON, Canada",LANARK AVE,ROYAL AVE,,Angle,Clear,Daylight,Yield Sign,Non-fatal injury,2,1,0
090199817,2009-07-18 02:35:00,"CLYDE AVE at MERIVALE RD, Ottawa, ON, Canada",CLYDE AVE,MERIVALE RD,,Angle,Rain,Dark,Traffic Signal,Non-fatal injury,2,1,0
090199146,2009-07-17 18:50:00,"BANK ST at ANOKA ST, Ottawa, ON, Canada",BANK ST,ANOKA ST,HERON RD,Sideswipe,Clear,Daylight,No control,Non-fatal injury,2,1,0
090199137,2009-07-17 13:45:00,"CHAMPLAIN ST at CHAMPLAIN ST RMP 61, Ottawa, ON, Canada",CHAMPLAIN ST,CHAMPLAIN ST RMP 61,,Angle,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
090198290,2009-07-16 18:40:00,"SPRATT RD at CANYON WALK DR, Ottawa, ON, Canada",SPRATT RD,CANYON WALK DR,HOLLOW TRAIL GT,Angle,Clear,Daylight,No control,Non-fatal injury,2,1,0
090198178,2009-07-16 17:00:00,"STITTSVILLE MAIN ST at ABBOTT ST E, Ottawa, ON, Canada",STITTSVILLE MAIN ST,ABBOTT ST E,MANCHESTER ST,Turning Movement,Clear,Daylight,No control,Non-fatal injury,2,1,0
090197869,2009-07-16 12:16:00,"HOLLY ACRES RD at HWY 416 ACRES IC75R24, Ottawa, ON, Canada",HOLLY ACRES RD,HWY 416 ACRES IC75R24,,Angle,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
090196786,2009-07-15 13:28:00,"FISHER AVE at MEADOWLANDS DR, Ottawa, ON, Canada",FISHER AVE,MEADOWLANDS DR,,Turning Movement,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
090196012,2009-07-14 18:30:00,"MONTREAL RD at SAVARD AVE, Ottawa, ON, Canada",MONTREAL RD,SAVARD AVE,,Sideswipe,Clear,Daylight,Stop Sign,Non-fatal injury,2,1,0
090195962,2009-07-14 17:40:00,"ST. ANDREW ST at ROSE ST, Ottawa, ON, Canada",ST. ANDREW ST,ROSE ST,ST. ANDREW ST,Sideswipe,Clear,Daylight,No control,Non-fatal injury,2,1,0
090195917,2009-07-14 17:05:00,"X-OTTAWA RIVER PKWY at X-BOOTH ST, Ottawa, ON, Canada",X-OTTAWA RIVER PKWY,X-BOOTH ST,X-VIMY PLACE PRIV,Sideswipe,Clear,Daylight,No control,Non-fatal injury,2,1,0
090196036,2009-07-14 12:10:00,"KANATA AVE at CAMPEAU DR, Ottawa, ON, Canada",KANATA AVE,CAMPEAU DR,EARL GREY DR,Angle,Clear,Daylight,No control,Non-fatal injury,2,1,0
090195012,2009-07-13 17:56:00,"GREENBANK RD at JOCKVALE RD, Ottawa, ON, Canada",GREENBANK RD,JOCKVALE RD,MARKETPLACE AVE,Angle,Clear,Daylight,No control,Non-fatal injury,2,1,0
090192866,2009-07-11 17:25:00,"BRIDLE PARK DR at STONEHAVEN DR, Ottawa, ON, Canada",BRIDLE PARK DR,STONEHAVEN DR,,Angle,Clear,Daylight,Stop Sign,P.D. Only,2,0,0
090190841,2009-07-09 20:09:00,"EARL MULLIGAN DR at WOODROFFE AVE, Ottawa, ON, Canada",EARL MULLIGAN DR,WOODROFFE AVE,,Turning Movement,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
090190594,2009-07-09 15:45:00,"ELGIN ST at ISABELLA ST, Ottawa, ON, Canada",ELGIN ST,ISABELLA ST,,Sideswipe,Clear,Daylight,Stop Sign,Non-fatal injury,2,1,0
090190051,2009-07-09 06:53:00,"CARLING AVE EB at MERIVALE RD EXTENSI, Ottawa, ON, Canada",CARLING AVE EB,MERIVALE RD EXTENSI,VISCOUNT AVE,Rear End,Clear,Daylight,No control,Non-fatal injury,2,1,0
090188930,2009-07-08 07:59:00,"CARLING AVE WB at ANCASTER AVE, Ottawa, ON, Canada",CARLING AVE WB,ANCASTER AVE,WOODROFFE AVE E,Angle,Clear,Daylight,No control,Non-fatal injury,2,1,0
090188936,2009-07-08 07:20:00,"BASELINE RD at CEDARVIEW RD, Ottawa, ON, Canada",BASELINE RD,CEDARVIEW RD,,Turning Movement,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
090188454,2009-07-07 18:00:00,"INNES RD at BANTREE ST, Ottawa, ON, Canada",INNES RD,BANTREE ST,ST. LAURENT BLVD,(Unattended Vehicle),Clear,Daylight,No control,Non-fatal injury,1,1,0
090188242,2009-07-07 15:20:00,"HAZELDEAN RD at STITTSVILLE MAIN ST, Ottawa, ON, Canada",HAZELDEAN RD,STITTSVILLE MAIN ST,,Turning Movement,Rain,Daylight,Traffic Signal,Non-fatal injury,2,1,0
090187167,2009-07-06 14:14:00,"LEWIS ST at O'CONNOR ST, Ottawa, ON, Canada",LEWIS ST,O'CONNOR ST,,Angle,Clear,Daylight,Stop Sign,P.D. Only,2,1,0
090186924,2009-07-06 10:34:00,"INNES RD at ORLEANS BLVD, Ottawa, ON, Canada",INNES RD,ORLEANS BLVD,,Turning Movement,Clear,Daylight,Traffic Signal,Non-fatal injury,2,0,0
090186022,2009-07-05 11:26:00,"BLANCHFIELD RD at SNAKE ISLAND RD, Ottawa, ON, Canada",BLANCHFIELD RD,SNAKE ISLAND RD,,Turning Movement,Clear,Daylight,Stop Sign,Non-fatal injury,2,1,0
090185901,2009-07-05 08:13:00,"NELSON ST at RIDEAU ST, Ottawa, ON, Canada",NELSON ST,RIDEAU ST,,Angle,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
090185143,2009-07-04 14:51:00,"MURRAY ST at SUSSEX DR, Ottawa, ON, Canada",MURRAY ST,SUSSEX DR,,Sideswipe,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
090185285,2009-07-03 18:00:00,"GLADSTONE AVE at PERCY ST, Ottawa, ON, Canada",GLADSTONE AVE,PERCY ST,,Rear End,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
090189089,2009-07-03 14:55:00,"RIDEAU ST at CUMBERLAND ST, Ottawa, ON, Canada",RIDEAU ST,CUMBERLAND ST,KING EDWARD AVE,Approaching,Clear,Daylight,No control,Non-fatal injury,2,1,0
090183855,2009-07-03 08:30:00,"LOLA ST at PRESLAND RD, Ottawa, ON, Canada",LOLA ST,PRESLAND RD,,Turning Movement,Clear,Daylight,Stop Sign,Non-fatal injury,2,1,0
090183403,2009-07-02 21:27:00,"LEES AVE at ROBINSON AVE E, Ottawa, ON, Canada",LEES AVE,ROBINSON AVE E,,Other,Clear,Dark,Stop Sign,Non-fatal injury,2,1,0
090183119,2009-07-02 16:50:00,"RICHMOND RD at ROBERTSON RD, Ottawa, ON, Canada",RICHMOND RD,ROBERTSON RD,STINSON AVE,Turning Movement,Rain,Daylight,No control,P.D. Only,2,1,0
