Time,Year,Age,Gender,Injury,Road condition,Weather condition,Street 2,Community,Street 1,Address,Charge section,Charge subsection,Charge
13-Aug-08 7:47:00 AM,2008,15,Male,Moderate - treated & released,"Normal, good",Clear,,HALIFAX,BARRINGTON STREET,,,,
28-Aug-08 9:18:00 AM,2008,9,Male,Minor - no treatment,"Normal, good",Clear,,TRURO,WALKER STREET,,,,
6-Aug-08 3:04:00 PM,2008,54,Male,Not injured,"Normal, good",Clear,LINGAN ROAD,RIVER RYAN,UNION HIGHWAY,,,,
6-Aug-08 6:10:00 PM,2008,14,Male,Not injured,"Normal, good",Clear,,KINGSTON,MAIN STREET,,,,
4-Aug-08 11:30:00 AM,2008,17,Male,Not injured,Unknown,Unknown,,TRURO,JUNIPER STREET,,,,
20-Aug-08 8:51:00 AM,2008,54,Male,Moderate - treated & released,"Normal, good",Clear,,HALIFAX,WILLETT STREET,,,,
21-Aug-08 2:40:00 PM,2008,46,Male,Moderate - treated & released,"Normal, good",Clear,,WILEVILLE,HIGHWAY #325,,,,
23-Aug-08 12:00:00 AM,2008,43,Female,Moderate - treated & released,"Normal, good",Clear,MILL STREET,TRURO,WALKER STREET,,,,
17-Sep-08 3:07:00 PM,2008,26,Male,Minor - no treatment,"Normal, good",Clear,PEPPERELL STREET,HALIFAX,PRESTON STREET,,,,
23-Sep-08 1:23:00 PM,2008,21,Male,Minor - no treatment,"Normal, good",Clear,PURCELLS COVE ROAD,HALIFAX,SPINNAKER DRIVE,,,,
5-Sep-08 8:58:00 AM,2008,58,Male,Moderate - treated & released,"Normal, good","Overcast, cloudy but no precipitation",ROBIE STREET,HALIFAX,QUINPOOL ROAD,,,,
27-Oct-08 4:30:00 PM,2008,23,Male,Not injured,"Normal, good",Raining,CLIFTON STREET,HALIFAX,NORTH STREET,,,,
8-Sep-08 9:05:00 AM,2008,29,Male,Not injured,"Normal, good",Clear,BLISS STREET,HALIFAX,ROBIE STREET,,,,
11-Sep-08 7:42:00 AM,2008,42,Male,Not injured,"Normal, good","Overcast, cloudy but no precipitation",,HALIFAX,BEDFORD HWY,,,,
21-Sep-08 7:53:00 PM,2008,38,Male,Major - hospitalized,"Potholes, bumps",Clear,,SOUTH ALTON,HIGHWAY#12,,,,
22-Sep-08 7:10:00 AM,2008,20,Female,Not injured,"Normal, good",Clear,,COLE HARBOUR,JOHN STEWART DRIVE,,,,
24-Sep-08 3:38:00 PM,2008,13,Male,Moderate - treated & released,"Normal, good",Clear,,TRURO,YOUNG STREET,,,,
24-Sep-08 12:00:00 AM,2008,6,Male,Moderate - treated & released,"Normal, good",Unknown,,BROOKFIELD,LAKEWOOD DRIVE,,,,
26-Sep-08 11:21:00 AM,2008,49,Male,Moderate - treated & released,"Normal, good",Clear,JENNINGS STREET,HALIFAX,OXFORD STREET,,,,
1-Oct-08 6:12:00 PM,2008,54,Male,Moderate - treated & released,"Normal, good",Clear,DARTMOUTH ROAD,BEDFORD,BEDFORD HIGHWAY,,,,
15-Nov-08 12:09:00 PM,2008,26,Male,Minor - no treatment,"Normal, good","Overcast, cloudy but no precipitation",VERNON STREET,HALIFAX,JUBILEE ROAD,,83,2,83(2)
12-Nov-08 8:48:00 AM,2008,17,Female,Moderate - treated & released,"Normal, good",Clear,SACKVILLE STREET,HALIFAX,BRUNSWICK STREET,,93,2,93(2)
13-Oct-08 6:55:00 PM,2008,46,Male,Moderate - treated & released,"Normal, good",Clear,,HALIFAX,YOUNG STREET,,,,
14-Oct-08 5:20:00 PM,2008,12,Male,Moderate - treated & released,"Potholes, bumps","Overcast, cloudy but no precipitation",RINK STREET,BRIDGETOWN,POST OFFICE STREET,,,,
10-Oct-08 6:38:00 PM,2008,47,Female,Not injured,Not Applicable,Clear,HAWTHORNE STREET,DARTMOUTH,PRINCE ALBERT ROAD,,,,
27-Oct-08 4:30:00 PM,2008,20,Male,Unknown,"Under repair, construction",Raining,,DARTMOUTH,WINDMILL ROAD AT JAMIESON STREET,,,,
4-Nov-08 6:00:00 PM,2008,40,Male,Moderate - treated & released,"Normal, good",Clear,PARK ST,SYDNEY,CENTRE STREET,,,,
7-Nov-08 8:10:00 AM,2008,27,Male,Minor - no treatment,"Normal, good","Overcast, cloudy but no precipitation",WILLIAMS LAKE ROAD,HALIFAX,HERRING COVE ROAD,,,,
10-Nov-08 6:45:00 AM,2008,34,Male,Moderate - treated & released,Worn,"Fog, mist, smog",,LAKEVILLE,NORTH BISHIP ROAD,,,,
10-Nov-08 6:45:00 AM,2008,42,Male,Moderate - treated & released,Worn,"Fog, mist, smog",,LAKEVILLE,NORTH BISHIP ROAD,,,,
13-Nov-08 9:01:00 AM,2008,55,Female,Not injured,"Normal, good","Overcast, cloudy but no precipitation",DENTITH ROAD,HALIFAX,HERRING COVE ROAD,,,,
15-Nov-08 10:35:00 PM,2008,29,Female,Not injured,"Normal, good",Raining,NORTH STREET,HALIFAX,AGRICOLA STREET,,,,
6-Dec-08 6:30:00 PM,2008,17,Male,Moderate - treated & released,"Normal, good","Overcast, cloudy but no precipitation",,NORTH KENTVILLE,BELCHER STREET,,,,
12-Dec-08 12:08:00 AM,2008,55,Male,Moderate - treated & released,"Normal, good",Raining,BARRINGTON STREET,HALIFAX,UPPER WATER STREET,,174,6,174(6)
26-Jan-09 7:37:00 AM,2009,32,Male,Moderate - treated & released,"Normal, good",Clear,,HALIFAX,BEDFORD HIGHWAY,,,,
25-Oct-08 7:00:00 PM,2008,46,Male,Moderate - treated & released,"Normal, good",Clear,,NEW WATERFORD,UNION HIGHWAY,,,,
5-Apr-09 10:00:00 AM,2009,44,Male,Moderate - treated & released,"Normal, good","Overcast, cloudy but no precipitation",,COALBURN,HIGHWAY 347,,,,
28-Apr-09 12:00:00 AM,2009,38,Female,Not injured,"Normal, good",Clear,PARK STREET,TRURO,QUEEN STREET,,,,
30-Apr-09 12:32:00 PM,2009,32,Male,Not injured,"Normal, good",Clear,,BEDFORD,BEDFORD HIGHWAY,,,,
14-May-09 6:45:00 AM,2009,37,Female,Not injured,"Normal, good",Clear,,DARTMOUTH,ELMWOOD AVE @ WINDMILL RD,,,,
20-May-09 4:09:00 PM,2009,49,Male,Minor - no treatment,"Normal, good",Clear,KAULBACK STREET,TRURO,ARTHUR STREET,,,,
19-May-09 1:25:00 PM,2009,,Male,Not injured,"Normal, good",Clear,CHEBUCTO RD,HALIFAX,ARMDALE ROTARY,,,,
23-May-09 10:50:00 AM,2009,34,Male,Moderate - treated & released,"Normal, good",Clear,TROLLOPE STREET,HALIFAX,COGSWELL STREET,,,,
24-May-09 12:19:00 PM,2009,19,Female,Moderate - treated & released,"Normal, good",Clear,STAPLES CALL CENTER,SACKVILLE,FIRST LAKE DRIVE,,,,
26-May-09 3:02:00 PM,2009,23,Male,Moderate - treated & released,"Normal, good",Clear,,HALIFAX,OLD SAMBRO RD,,,,
27-May-09 5:16:00 PM,2009,29,Female,Minor - no treatment,"Normal, good","Overcast, cloudy but no precipitation",MAYNARD STREET,HALIFAX,CUNARD STREET,,,,
4-Jun-09 2:30:00 PM,2009,26,Male,Minor - no treatment,"Potholes, bumps",Clear,,HALIFAX,ARMDALE ROTARY,,,,
18-Jun-09 7:29:00 PM,2009,23,Male,Minor - no treatment,"Normal, good",Clear,AHEARN AVENUE,HALIFAX,BELL ROAD,,,,
25-Jul-09 1:46:00 PM,2009,37,Male,Moderate - treated & released,"Normal, good",Clear,,ANTIGONISH,WEST STREET,,,,
4-Jun-09 5:45:00 PM,2009,13,Male,Moderate - treated & released,"Normal, good",Clear,COLLEGE ROAD,BIBLE HILL,MURDOCH DRIVE,,,,
5-Jun-09 4:26:00 PM,2009,,Male,Unknown,"Potholes, bumps","Overcast, cloudy but no precipitation",CONNAUGHT AVE,HALIFAX,CHEBUCTO ROAD,,,,
5-Jun-09 4:26:00 PM,2009,32,,Not Applicable,"Potholes, bumps","Overcast, cloudy but no precipitation",CONNAUGHT AVE,HALIFAX,CHEBUCTO ROAD,,,,
7-Jun-09 3:20:00 PM,2009,25,Male,Minor - no treatment,"Normal, good",Clear,CLIFTON STREET,HALIFAX,NORTH STREET,,,,
9-Jun-09 1:35:00 PM,2009,10,Male,Minor - no treatment,"Normal, good",Clear,TOULOUSE STREET,ST PETER'S,GRENVILLE STREET,,,,
10-Jun-09 5:28:00 PM,2009,44,Male,Moderate - treated & released,"Normal, good","Overcast, cloudy but no precipitation",,HALIFAX,LOWER WATER STREET,,,,
13-Jun-09 2:13:00 PM,2009,15,Male,Moderate - treated & released,"Normal, good",Clear,RIVER ROAD,TERENCE BAY,TERENCE BAY ROAD,,,,
16-Jun-09 6:10:00 AM,2009,39,Male,Moderate - treated & released,"Normal, good",Clear,,GREEWOOD,WORD ROAD,,,,
17-Jun-09 4:30:00 PM,2009,48,Male,Minor - no treatment,"Normal, good",Clear,PROSPECT ROAD,NEW MINAS,COMMERCIAL STREET,,,,
19-Jun-09 12:20:00 PM,2009,13,Male,Moderate - treated & released,"Normal, good",Clear,SPITTAL ROAD,COLDBROOK,ENGLISH MOUNTAIN ROAD,,,,
24-Jun-09 5:30:00 PM,2009,18,Male,Minor - no treatment,"Normal, good",Clear,,NORTH KENTVELLE,BELCHER STREET,,,,
9-Jul-09 12:39:00 PM,2009,23,Female,Moderate - treated & released,"Normal, good",Clear,,LOWER SACKVILLE,SACKVILLE DR.,,,,
10-Jul-09 10:59:00 PM,2009,19,Male,Major - hospitalized,"Normal, good",Clear,CHEBUCTO ROAD,HALIFAX,WINDSOR STREET,,,,
11-Jul-09 1:50:00 PM,2009,12,,Not Applicable,"Normal, good",Clear,GATO STREET,DOMINION,MITCHELL AVENUE,,,,
16-Jul-09 10:17:00 AM,2009,23,Male,Not injured,"Normal, good",Clear,,AYLESFORD,MORDEN ROAD,,,,
18-Jul-09 2:30:00 AM,2009,32,Female,Major - hospitalized,"Normal, good","Overcast, cloudy but no precipitation",BAYERS RD,HALIFAX,OXFORD STREET,,,,
23-Jul-09 12:45:00 PM,2009,16,Male,Moderate - treated & released,"Normal, good",Clear,MAUDE LEWIS ROAD,MARSHALLTOWN,HIGHWAY#101,,,,
25-Jul-09 4:41:00 PM,2009,62,Male,Moderate - treated & released,"Normal, good",Clear,PROSPECT RD.,HALIFAX,ST. MARGARETS BAY RD.,,,,
28-Jul-09 1:00:00 PM,2009,13,Male,Moderate - treated & released,"Normal, good",Clear,,BRIDGEWATER,DOMINION STREET,,,,
29-Jul-09 7:10:00 PM,2009,31,Female,Moderate - treated & released,"Normal, good",Clear,ROBIE STREET,HALIFAX,NORTH STREET,,,,
29-Jul-09 3:50:00 PM,2009,28,Male,Minor - no treatment,"Normal, good",Clear,KAULBACK STREET,TRURO,LAVINA DRIVE,,,,
29-Jul-09 9:30:00 AM,2009,12,Male,Minor - no treatment,"Normal, good",Clear,ARNOLD DRIVE,FALL RIVER,FALL RIVER ROAD,,,,
31-Jul-09 3:25:00 PM,2009,35,Male,Moderate - treated & released,"Normal, good",Clear,#219,DARTMOUTH,VICTORIA RD.,,171,2,171(2)
6-Aug-09 2:15:00 PM,2009,55,Male,Minor - no treatment,"Normal, good",Clear,CORNWALLIS STREET,HALIFAX,NORTH PARK ST,,,,
8-Aug-09 11:36:00 AM,2009,40,Female,Moderate - treated & released,"Normal, good",Clear,QUEEN ST.,DIGBY,WARWICK ST.,,,,
11-Aug-09 4:25:00 PM,2009,23,Male,Unknown,"Potholes, bumps","Overcast, cloudy but no precipitation",,HALIFAX,BARRINGTON ST,,170,A,170(A)
11-Aug-09 4:25:00 PM,2009,23,Male,Unknown,"Potholes, bumps","Overcast, cloudy but no precipitation",,HALIFAX,BARRINGTON ST,,97,4,97(4)
24-Aug-09 9:13:00 PM,2009,26,Male,Not Applicable,"Normal, good","Fog, mist, smog",OLD BRIDGE ROAD,BRIDGEWATER,KING STREET,,,,
31-Aug-09 5:00:00 PM,2009,22,Female,Minor - no treatment,"Normal, good",Clear,,ST. PETERS,GRENVILLE STREET,,,,
13-Sep-09 10:54:00 AM,2009,30,Male,Major - hospitalized,"Normal, good",Raining,ROCKY LAKE RD.,WAVERLY,HIGHWAY#2,,,,
15-Sep-09 8:20:00 AM,2009,40,Female,Minor - no treatment,"Normal, good",Clear,,HALIFAX,LOWER WATER STREET,,,,
13-Aug-09 1:00:00 PM,2009,30,Male,Moderate - treated & released,"Normal, good",Clear,,HALIFAX,QUEEN ST @ SACKVILLE ST,,,,
17-Sep-09 4:00:00 PM,2009,54,Male,Moderate - treated & released,"Normal, good","Overcast, cloudy but no precipitation",,COOKVILLE,HIGHWAY#10,,,,
18-Sep-09 8:09:00 AM,2009,30,Male,Unknown,"Normal, good",Clear,,FALL RIVER,HIGHWAY 2,,,,
19-Sep-09 2:00:00 PM,2009,9,Male,Moderate - treated & released,"Normal, good",Clear,,KENNETCOOK,HOUR ROAD,,,,
22-Sep-09 10:20:00 AM,2009,33,Male,Moderate - treated & released,"Normal, good",Clear,,SYDNEY,CHARLOTTE ST.,,83,2,83(2)
22-Sep-09 4:31:00 PM,2009,9,Male,Minor - no treatment,"Normal, good",Clear,,AMHERST,COPP AVE.,,,,
9-Sep-09 2:45:00 PM,2009,18,Male,Minor - no treatment,"Normal, good",Clear,,LOWER SACKVILLE,COBEQUID ROAD,,,,
11-Sep-09 11:45:00 AM,2009,,Female,Moderate - treated & released,"Normal, good",Clear,EDWARD STREET,HALIFAX,COBURG ROAD,,,,
14-Sep-09 9:20:00 AM,2009,26,Male,Not injured,"Normal, good",Clear,,HALIFAX,LOWER WATER STREET,,,,
8-Jul-09 4:40:00 PM,2009,41,Male,Moderate - treated & released,"Under repair, construction",Clear,HIGHWAY 118,DARTMOUTH,HIGHWAY 107,,,,
17-Sep-09 8:56:00 AM,2009,42,Male,Minor - no treatment,"Normal, good",Clear,,HALIFAX,BRNSWICK STREET,,,,
22-Sep-09 8:24:00 AM,2009,40,Male,Not injured,"Normal, good",Clear,,HALIFAX,QUINPOOL RD.,,,,
12-Jul-09 12:00:00 AM,2009,50,Male,Fatal,"Normal, good",Clear,,PUBNICO,HIGHWAY 103,,,,
24-Aug-09 4:46:00 PM,2009,,Male,Minor - no treatment,"Normal, good",Clear,,SANDY POINT,HIGHWAY 7,,,,
1-Oct-09 6:21:00 PM,2009,25,Male,Moderate - treated & released,"Normal, good",Clear,,HALIFAX,COGSWELL STREET,,171,3,171(3)
1-Oct-09 10:18:00 AM,2009,24,Female,Moderate - treated & released,"Normal, good",Clear,,HALIFAX,LOWER WATER STREET,,,,
2-Oct-09 5:10:00 PM,2009,25,Male,Moderate - treated & released,"Normal, good",Clear,,HALIFAX,GOTTIGEN STREET,,,,
18-Oct-09 4:30:00 PM,2009,13,Male,Moderate - treated & released,"Normal, good","Overcast, cloudy but no precipitation",VICTORIA ROAD,SYDNEY,HENRY STREET,,,,
20-Oct-09 9:32:00 PM,2009,46,Male,Moderate - treated & released,"Normal, good","Overcast, cloudy but no precipitation",WINDSOR STREET,HALIFAX,NORTH STREET,,,,
23-Oct-09 3:15:00 PM,2009,,Male,Unknown,"Normal, good",Clear,SULLIVAN STREET,HALIFAX,ROBIE STREET,,,,
23-Oct-09 12:55:00 PM,2009,46,Male,Moderate - treated & released,"Normal, good",Clear,,ALDERSHOT,ALDERSHOT ROAD,,,,
16-Nov-09 11:30:00 AM,2009,50,Male,Moderate - treated & released,"Normal, good",Clear,OCHTERLONEY ST.,DARTMOUTH,PINE STREET,,,,
17-Nov-09 7:55:00 AM,2009,61,Male,Not injured,"Normal, good",Clear,VANESSA DRIVE,DARTMOUTH,SLAYTER ST.,,,,
22-Nov-09 11:46:00 AM,2009,52,Male,Major - hospitalized,"Normal, good",Clear,HAWTHORNE STREET,DARTMOUTH,PORTLAND STREET,,,,
26-Nov-09 6:15:00 PM,2009,,,,"Normal, good","Fog, mist, smog",CHARLES ST.,HALIFAX,ROBIE ST.,,,,
15-Dec-09 9:11:00 PM,2009,68,Male,Moderate - treated & released,"Normal, good","Overcast, cloudy but no precipitation",INGLIS STREET,HALIFAX,INGLIS STREET,,,,
20-Jan-10 4:54:00 PM,2010,,,,"Normal, good",Clear,CARMICHAEL STREET,NEW GLASGOW,CAMERON AVENUE,,,,
15-Dec-09 5:00:00 PM,2009,34,Male,Not injured,"Normal, good","Overcast, cloudy but no precipitation",VALLEYFIELD ROAD,DARTMOUTH,TACOMA DRIVE,,,,
27-Dec-09 6:58:00 PM,2009,62,Male,Moderate - treated & released,"Normal, good",Raining,ROBIE STREET,HALIFAX,QUINPOOL ROAD,,,,
7-Jan-10 9:00:00 AM,2010,39,Male,Unknown,"Normal, good","Overcast, cloudy but no precipitation",WYSE ROAD,DARTMOUTH,ALDERNEY,,,,
18-Jan-10 4:30:00 PM,2010,15,Male,Minor - no treatment,"Normal, good",Snowing,,HALIFAX,JUBILEE ROAD @ HENRY STREET,,,,
10-Mar-10 2:30:00 PM,2010,9,Female,Not injured,"Normal, good",Clear,,SACKVILLE,HILLSIDE AVE,,,,
22-Jan-10 5:30:00 PM,2010,58,Female,Moderate - treated & released,"Normal, good",Not Applicable,HAMMONDS PLAINS ROAD,BEDFORD,BEDFORD HIGHWAY,,,,
24-Jan-10 7:20:00 PM,2010,41,Female,Minor - no treatment,"Normal, good",Clear,,HALIFAX,GOTTINGEN STREET,,,,
27-Feb-10 3:23:00 PM,2010,52,Male,Moderate - treated & released,"Normal, good","Overcast, cloudy but no precipitation",,BERWICK,BROWN ST,,,,
11-Nov-09 4:22:00 PM,2009,4,Male,Moderate - treated & released,"Normal, good",Clear,,DARTMOUTH,LAKECREST DRIVE,,,,
28-Jan-10 12:30:00 PM,2010,,Unknown,Unknown,"Normal, good",Clear,,HALIFAX,YOUNG ST,,,,
9-Feb-10 10:45:00 AM,2010,,Female,Not Applicable,"Normal, good",Clear,OXFORD STREET,HALIFAX,QUINPOOL ROAD,,,,
16-Apr-10 7:23:00 AM,2010,26,Male,Moderate - treated & released,"Normal, good",Clear,RECTOR ST,HALIFAX,BARRINGTON STREET,,,,
13-Apr-10 7:00:00 PM,2010,23,Male,Moderate - treated & released,"Normal, good",Clear,,HALIFAX,COWIE HILL ROAD,,,,
27-Apr-10 8:30:00 PM,2010,27,Male,Not injured,"Normal, good",Raining,MAIN STREET,YARMOUTH,KEMPT STREET,,,,
8-Jun-10 7:30:00 AM,2010,30,Male,Moderate - treated & released,"Normal, good",Clear,,COLE HARBOUR,FOREST HILLS PARKWAY,,,,
6-Apr-10 2:08:00 PM,2010,22,Male,Major - hospitalized,"Normal, good",Clear,WOODLAWN TERRACE,HALIFAX,QUINPOOL ROAD,,,,
12-Apr-10 1:25:00 PM,2010,40,Male,Moderate - treated & released,"Normal, good",Clear,SCOT STREET,HALIFAX,DESMOND STREET,,,,
30-Apr-10 8:30:00 AM,2010,28,Male,Not injured,"Normal, good",Raining,YOUNG STREET,HALIFAX,ISLEVILLE STREET,,,,
28-May-10 9:00:00 AM,2010,17,Male,Minor - no treatment,"Normal, good",Clear,,COOKVILLE,NEW PINE GROVE RD.,,,,
20-May-10 5:10:00 PM,2010,21,Female,Moderate - treated & released,"Normal, good",Clear,,YARMOUTH,ALBERT ST @ MAIN ST,,,,
17-May-10 5:00:00 PM,2010,43,Female,Minor - no treatment,"Normal, good",Clear,BAYERS RDL,HALIFAX,ROMANS AVE.,,,,
20-May-10 2:59:00 PM,2010,60,Male,Moderate - treated & released,"Normal, good",Snowing,,FALL RIVER,FALL RIVER ROAD,,,,
16-Jun-10 7:50:00 AM,2010,,Male,Not injured,"Normal, good",Clear,HOLLIS ST.,HALIFAX,COGSWELL ST.,,,,
6-May-10 5:00:00 PM,2010,25,Female,Moderate - treated & released,"Normal, good",Clear,CHISON AVENUE,HALIFAX,CONNAUGHT AVENUE,,,,
31-May-10 9:00:00 AM,2010,52,Female,Moderate - treated & released,"Normal, good",Clear,ROBIE STREET,HALIFAX,UNIVERSITY AVENUE,,,,
29-May-10 2:30:00 PM,2010,23,Male,Moderate - treated & released,"Normal, good",Clear,,NEW MINAS,COMMERCIAL STREET,,,,
8-Jul-10 2:12:00 PM,2010,23,Female,Moderate - treated & released,"Normal, good",Clear,CLEVELAND COURT,DARTMOUTH,THISTLE STREET,,,,
17-May-10 10:00:00 AM,2010,22,Female,Minor - no treatment,"Normal, good",Clear,,HALIFAX,SOUTH PARK STREET,,,,
1-Jun-10 6:00:00 PM,2010,19,Female,Minor - no treatment,"Normal, good","Overcast, cloudy but no precipitation",,WEST LAHAVE,HIGHWAY 331,,,,
2-Jun-10 9:19:00 PM,2010,12,Male,Minor - no treatment,"Normal, good",Clear,,WESTVILLE,SPRING GARDEN RD.,,,,
3-Jun-10 9:09:00 PM,2010,29,Female,Moderate - treated & released,"Normal, good",Raining,GOTTINGEN STREET,HALIFAX,RAINNIE DRIVE,,,,
21-Jun-10 7:35:00 PM,2010,11,Male,Moderate - treated & released,"Normal, good",Clear,,AMHERST,CROFT STREET,,,,
20-Jun-10 3:40:00 PM,2010,58,Male,Moderate - treated & released,"Normal, good",Clear,RIVERSIDE DR.,LOWER SACKVILLE,SACKVILLE DRIVE,,,,
16-Jun-10 9:00:00 PM,2010,27,Male,Moderate - treated & released,"Normal, good",Clear,,DARTMOUTH,MAIN STREET,,,,
23-Jun-10 4:00:00 PM,2010,,Male,Unknown,Not Applicable,Not Applicable,ALUMNI CRESCENT,HALIFAX,SOUTH STREET,,,,
22-Jun-10 6:05:00 PM,2010,32,Male,Minor - no treatment,"Normal, good",Clear,,TRURO,WALKER STREET,,,,
13-Aug-10 1:00:00 PM,2010,12,Male,Fatal,"Normal, good",Clear,,CHETICAMP,CABOT TRAIL,,,,
22-Jun-10 10:30:00 PM,2010,,Unknown,Unknown,"Normal, good",Clear,,HALIFAX,SACKVILLE STREET @ GRANDVILLE STREET,,,,
16-Jun-10 4:23:00 PM,2010,53,Male,Moderate - treated & released,"Normal, good",Clear,BEECH STREET,HALIFAX,QUINPOOL ROAD,,,,
21-Jun-10 5:30:00 PM,2010,60,Male,Minor - no treatment,"Normal, good","Overcast, cloudy but no precipitation",,BEDFORD,DARTMOUTH RD,,,,
25-Jun-10 10:05:00 AM,2010,16,Male,Moderate - treated & released,"Normal, good",Clear,,HALIFAX,CAVENDISH ROAD,,,,
23-Jul-10 8:50:00 AM,2010,19,Male,Not injured,"Normal, good",Clear,ELM AVENUE,WOLFVILLE,MAIN STREET,,,,
8-Jul-10 6:40:00 AM,2010,40,Female,Moderate - treated & released,"Normal, good",Clear,TIM HORTON'S PARKING LOT,EASTERN PASSAGE,COW BAY ROAD,,,,
28-Jul-10 10:00:00 AM,2010,68,Male,Not injured,"Normal, good",Clear,,CENTREVILLE,HIGHWAY 359,,,,
31-Jul-10 5:29:00 PM,2010,18,Male,Minor - no treatment,"Normal, good",Clear,LINCOLN ST.,LUNENBURG,STARR ST.,,,,
16-Jul-10 4:30:00 PM,2010,12,Male,Moderate - treated & released,"Normal, good",Clear,TOWNSEND ST,SYDNEY,GEORGE STREET,,,,
19-Jul-10 3:59:00 PM,2010,20,Female,Moderate - treated & released,"Normal, good",Clear,NORTH ST.,HALIFAX,GLADSTONE ST.,,171,2,171(2)
13-Jul-10 9:25:00 PM,2010,,Male,Moderate - treated & released,"Normal, good","Overcast, cloudy but no precipitation",CUNARD ST,HALIFAX,GOTTINGEN STREET,,,,
8-Jul-10 10:45:00 AM,2010,26,Male,Moderate - treated & released,"Uneven surface, sharp drop off pavement","Overcast, cloudy but no precipitation",CHADWICK STREET,DARTMOUTH,PLEASANT STREET,,,,
20-Jul-10 6:45:00 PM,2010,31,Female,Moderate - treated & released,"Normal, good",Clear,ELM STREET,HALIFAX,QUINPOOL ROAD,,,,
27-Jul-10 10:19:00 AM,2010,59,Male,Minor - no treatment,"Normal, good",Clear,PRINCE ALBERT ROAD,DARTMOUTH,PLEASANT STREET,,,,
27-Jul-10 9:59:00 AM,2010,50,Male,Minor - no treatment,"Normal, good",Clear,ALBEMARLE ST.,HALIFAX,COGSWELL STREET,,,,
27-Jul-10 12:00:00 AM,2010,41,Male,Moderate - treated & released,"Normal, good",Clear,NORWOOD ST,HALIFAX,CONNAUGHT AVE,,,,
31-Aug-10 5:30:00 PM,2010,33,Male,Minor - no treatment,"Normal, good",Clear,EAST PRINCE STREET,TRURO,WOOD STREET,,171,2,171(2)
3-Aug-10 6:54:00 PM,2010,12,Male,Not injured,"Normal, good","Overcast, cloudy but no precipitation",,EASTERN PASSAGE,CALDWELL RD,,,,
13-Aug-10 9:30:00 AM,2010,70,Male,Minor - no treatment,"Normal, good",Clear,,BRIDGEWATER,DAVISON DRIVE,,,,
15-Aug-10 7:20:00 AM,2010,50,Male,Moderate - treated & released,"Normal, good",Clear,,CAMBRIDGE,MOUNTAIN ROAD,,,,
20-Aug-10 9:04:00 PM,2010,22,Male,Not injured,"Normal, good",Raining,MAIN ST.,WOLFVILLE,KENT AVE.,,,,
25-Jul-10 3:16:00 PM,2010,36,Male,Minor - no treatment,"Potholes, bumps","Overcast, cloudy but no precipitation",DUNBRACK STREET,HALIFAX,MAIN AVENUE,,,,
27-Aug-10 7:59:00 PM,2010,17,Male,Minor - no treatment,"Normal, good",Clear,,MILFORD,HIGHWAY#224,,,,
4-Aug-10 2:51:00 PM,2010,19,Male,Moderate - treated & released,"Normal, good",Raining,CHARLES ST,HALIFAX,ROBIE STREET,,,,
5-Aug-10 11:15:00 PM,2010,32,Male,Minor - no treatment,"Normal, good",Raining,SALTER STREET,HALIFAX,LOWER WATER STREET,,,,
18-Aug-10 12:30:00 PM,2010,38,Male,Moderate - treated & released,"Normal, good",Clear,EIGHT ST.,NEW WATERFORD,PLUMMER AVE.,,171,3,171(3)
25-Mar-10 11:39:00 AM,2010,34,Female,Moderate - treated & released,"Normal, good",Clear,HOLLAND ROAD,LAKE FLETCHER,HIGHWAY 2,,,,
25-Aug-10 7:50:00 PM,2010,40,Male,Moderate - treated & released,"Normal, good",Clear,,SACKVILLE,SACKVILLE DRIVE,,,,
9-Aug-10 8:30:00 AM,2010,25,Female,Minor - no treatment,"Normal, good",Clear,,HALIFAX,SOUTH STREET,,,,
9-Aug-10 4:10:00 PM,2010,21,Male,Not injured,"Normal, good",Clear,,HALIFAX,BARRINGTON STREET,,,,
10-Aug-10 9:57:00 AM,2010,43,Male,Minor - no treatment,"Normal, good","Overcast, cloudy but no precipitation",PLEASANT STREET,DARTMOUTH,HIGHWAY 111,,,,
16-Aug-10 10:28:00 AM,2010,54,Female,Not injured,"Normal, good",Clear,,HALIFAX,QUINPOOL RD.,,,,
5-Sep-10 1:00:00 PM,2010,18,Male,Moderate - treated & released,"Normal, good",Clear,,AUBURN,HIGHWAY#1,,,,
29-Aug-10 10:25:00 PM,2010,39,Male,Moderate - treated & released,"Normal, good",Clear,VERNON STREET,HALIFAX,QUINPOOL ROAD,,,,
16-Jul-10 9:40:00 PM,2010,16,Male,Moderate - treated & released,Not Applicable,Not Applicable,,KENTVILLE,ABERDEEN STREET,,,,
19-Sep-10 12:00:00 AM,2010,25,Male,Minor - no treatment,"Normal, good",Clear,,BIBLE HILL,COLLEGE ROAD,,,,
19-Jul-10 4:10:00 PM,2010,12,Female,Moderate - treated & released,"Normal, good",Clear,EAST RIVER ROAD,NEW GLASGOW,MACINTOSH ST,,,,
29-Oct-10 4:00:00 PM,2010,52,Male,Moderate - treated & released,"Normal, good",Clear,CANN STREET,YARMOUTH,MAIN STREET,,,,
2-Sep-10 8:18:00 PM,2010,,Unknown,Unknown,"Normal, good",Clear,GORDON AVENUE,DARTMOUTH,MAIN STREET,,,,
3-Sep-10 5:10:00 PM,2010,,Male,Moderate - treated & released,"Normal, good",Clear,BAYERS ROAD,HALIFAX,ASHBURN AVENUE,,,,
